depth (ft),WOB (lbf),RPM,ROP_data ft/hr
1692,37694.875,84.075,32.2875
1692.0375,39134.625,86.225,26.1125
1692.05,39029.375,84.725,37.2625
1692.1,38634,83.9375,37.2625
1692.15,39995.875,83.75,35.4
1692.2001,40296.875,83.3125,36.2
1692.2125,41453,82.4125,38.2875
1692.2626,38759.125,86.1125,25.525
1692.3,41451.875,84.15,37.275
1692.3375,39062.25,85.6375,33.05
1692.4,35671.375,84.875,12.4
1692.4125,38750.375,85.775,30.0375
1692.425,35552.25,85.0125,21.875
1692.5,35497.875,83.6125,22.5
1692.5375,38687.625,85.025,36.325
1692.575,36278.125,85.025,23.225
1692.6,36096.375,82.8625,24.1625
1692.6626,37867.625,84.25,27.4
1692.7001,39454.25,83.475,29.6125
1692.7375,38604.125,83.3,25.8875
1692.8,38811.25,85.3125,27.525
1692.8876,38645.625,83.6,28.025
1692.9,38902.25,83.3375,28.85
1692.9125,39650.25,84.1125,25.2875
1692.9875,35976.75,86.2625,7.85
1693,40187.75,83.7875,24.9125
1693.025,42058,83.4625,35.775
1693.1,44383.625,84.225,36.5
1693.1626,35208,87.225,17.6375
1693.2001,35393.875,86.9875,21.4375
1693.275,34445.375,85.1625,15.5875
1693.3,35122.75,85.175,16.0125
1693.4,30043.5,90.1,5.2375
1693.4875,35173.625,86.25,22.85
1693.5,36274.5,86.55,22.9625
1693.525,36088.875,85.7875,23.25
1693.6,35652.375,86.5625,25.15
1693.6375,37037.5,84.275,27.9
1693.7001,37597.125,85.5125,27.9
1693.75,38503.625,84.5375,33.95
1693.8,39355.375,85.6375,34.0625
1693.8375,40576.5,84.575,36.0875
1693.9,40180.625,85.8,33.4875
1693.975,40347.5,84.55,34.9125
1694,39830.375,83,34.8875
1694.025,39913.75,84.8625,35.8875
1694.1,40039.875,85.025,33.4375
1694.1375,38889.75,84.1,24.3
1694.2001,39240.875,85.0375,24.2875
1694.2251,38735.125,84.5875,20.975
1694.3,38697.375,85.0125,20.1625
1694.3375,39182.5,84.55,23.9125
1694.4,38773.625,84.55,25.625
1694.4875,38088.5,85.475,21.3
1694.5,38257,84.5375,20.75
1694.5875,38169.125,84.5875,26.1
1694.6,38154.75,84.55,25.3375
1694.625,37702.875,85.175,25.1125
1694.7001,37752.875,85.175,24.2875
1694.7626,37518.625,84.7125,27.5125
1694.8,37765.625,85.1625,27.05
1694.8625,37501.375,85.175,27.475
1694.9,37699.75,84.75,30.15
1694.9875,37525,84.9875,33.2
1695,37602,84.5625,33.6875
1695.0375,37359.625,84.6875,26.2
1695.1875,37394.375,84.5625,22.6125
1695.2001,37529.25,84.575,23
1695.2626,37482.25,84.3875,25.75
1695.3,37572.5,84.5375,26.75
1695.3501,37464.5,84.7125,27.2875
1695.4,37517,84.55,28.725
1695.425,37469.125,84.55,27.2125
1695.5,37418,85.0125,25.85
1695.5625,37399.375,85.1875,15.4875
1695.6,37825.625,84.85,13.9875
1695.625,37855.25,84.7125,24.9
1695.7001,37731.25,85.6375,24.5
1695.775,37449.125,84.6875,20.7
1695.8,37498.5,84.7,19.5375
1695.875,37528.5,85.1625,17.5875
1695.9,37364.25,85.0125,17.8
1696,37296.125,86.1,16.9625
1696.0625,37829.625,85.15,18.3125
1696.1,37935.625,85.0125,20.35
1696.15,37647.375,85.1875,13.075
1696.2001,37816.25,85.35,13.0375
1696.3,37509.875,85.15,19.9375
1696.375,37358.375,84.8625,14.3625
1696.4,37365.625,84.8625,15.6375
1696.4875,37808.625,85.1625,19
1696.5,37887,84.55,21.1
1696.5625,37897.25,84.2375,14.1
1696.6,37670.875,84.2125,14.325
1696.6125,38092.875,84.25,16.75
1696.7001,37621.5,85.1625,15.65
1696.75,37985.125,85.175,13.4375
1696.8,37760.5,85.025,13.6375
1696.8375,37638.5,84.0875,14.925
1696.9,37674.875,84.2625,14.65
1696.9125,37535.125,84.725,15.725
1697,37691,84.575,14.15
1697.05,37435.625,85,19.525
1697.1,37361.375,85.0125,19.0625
1697.1125,37342.625,86.1,14.7125
1697.2001,37586.25,86.0875,14.45
1697.2876,37131.875,86.25,16.2375
1697.3,37467.5,85.175,18.225
1697.3501,37521.375,85.8,15.55
1697.4,37450.5,86.2375,15.3875
1697.4875,37939,85.7875,13.6125
1697.5,38008.75,86.1,16.0875
1697.6,37528.125,85.475,18.5
1697.65,37395.75,85.45,23.3
1697.7001,37490.25,85.625,22.425
1697.7876,37151,85.9375,24.3
1697.8,37527.125,85.775,24.0375
1697.8125,37184.875,85.1375,19.4
1697.9,37184,84.9125,19.8375
1697.95,36699.125,86.7125,15.525
1698,37122.75,86.2625,17.175
1698.0375,37102.5,86.2375,20.4
1698.1,37205.75,86.1,21.225
1698.1375,37825.75,85.1875,16.025
1698.2001,37417.75,85,15.6375
1698.2125,37368.375,87.475,17.8375
1698.3,37326.75,86.25,16.35
1698.3125,37236.875,84.4125,15.15
1698.4,37199.75,85.1875,15.8
1698.475,37481.75,84.25,16.45
1698.5,37271,85.0125,15.65
1698.5125,37350.5,85.9375,17.5125
1698.6,37320.25,85.6375,16.35
1698.775,37971.375,83.8125,18.1625
1698.8,37707.375,84.5375,20.95
1698.8125,37071.5,84.8625,26.825
1698.9,37528.375,85.475,26.6375
1698.925,37325.25,85.8625,18.7375
1699,37406.25,85.9875,19.8375
1699.0125,37229.625,84.2375,20.5
1699.1,37694.375,85.475,20.8625
1699.15,37338.25,84.7125,21.5875
1699.2001,37308.875,85.625,22.7875
1699.2626,37306,83.4625,20.1375
1699.3,37528.875,84.85,20.4625
1699.4,37200.375,85.3125,23.2
1699.4125,37387.125,83.6125,28.3625
1699.5,37464,84.0875,29.425
1699.6,39677.875,84.425,36.1875
1699.6375,39904.75,83.0125,48.85
1699.7375,40589.5,83.975,32.0375
1699.8,40926.375,83.625,31.0875
1699.8501,40107.375,84.075,23.725
1699.9,39859,84.0625,23.55
1699.9875,39776.875,84.6875,24.225
1700,40355.875,83.6125,23.75
1700.0875,40247.625,83.775,14.85
1700.1,39978.875,84.675,15.225
1700.125,39895.25,84.0875,20.225
1700.2001,39877.375,85.775,20.65
1700.2876,39858.625,83.0125,19.725
1700.3,40070.125,83.625,20.85
1700.3876,39741,85.025,16.425
1700.4,39291.875,83.6375,21.3875
1700.475,39488.875,83.775,23.35
1700.5,39556,84.25,25.175
1700.55,39490,84.8375,22.275
1700.6,39564,83.45,22.7625
1700.7001,39735.75,82.85,27.8625
1700.7876,39654.125,83.5,27.65
1700.8,39279.875,85.1625,30.275
1700.8625,39422,85.0125,24.0875
1700.9,39614.375,85.0125,25.2125
1700.9875,39808.5,82.7,30.2
1701,39238.875,84.85,32.025
1701.025,39551.25,82.8625,32.0625
1701.1,39557.25,85,31.0375
1701.1125,39434,84.5375,31.2
1701.2001,39568.875,85.025,34.9125
1701.2251,39411,82.55,40.925
1701.3,39160.75,82.25,37.2875
1701.3501,39464.125,84.2125,35.9
1701.4,39239.125,84.2375,37.3125
1701.45,39534.625,84.275,31.2125
1701.5,39399.5,84.125,30.8625
1701.5875,39692,84.55,33.5875
1701.6,39822.5,85.475,34.4375
1701.625,39282.5,84.875,24.625
1701.7001,39263.5,84.8625,26.1875
1701.7251,39667.125,84.075,31.1375
1701.8,39282.625,84.7,33.0875
1701.8125,39556.75,83.6125,28.475
1702,39383.625,84.25,38.725
1702.0375,39547,82.075,28.8375
1702.1,39376.375,82.875,28.625
1702.1125,39126.125,83.975,30.7125
1702.2001,39479.125,83.4875,31.45
1702.2375,40055.125,83.4625,31.625
1702.3,39568.875,82.8375,33.525
1702.3625,39536.625,84.25,41.2375
1702.4,39392.5,84.425,41.35
1702.4125,39671.625,84.375,26.9875
1702.5,39416.125,83.6125,26.3875
1702.5125,39581.625,82.8625,39.8125
1702.6,39535.375,84.3875,42.125
1702.6626,40051.75,83.6125,39.325
1702.7001,39885.5,83.6125,35.1875
1702.8,39651,83.3125,40.95
1702.875,40134.25,83.6125,35.975
1702.9,39814.125,83.7625,35.45
1702.95,39884.125,83.3125,30.0875
1703.0375,39476.875,82.25,36.4625
1703.1,39408.125,81.325,38.5375
1703.1375,39882.25,81.7875,47.85
1703.2001,39927.25,81.625,48.55
1703.2375,39409.375,81.6375,45.025
1703.3,39643.375,81.95,43.95
1703.4,39480.125,82.25,43.5875
1703.4625,39937.875,81.6375,39.8125
1703.5,39835.125,81.9375,41.1125
1703.5875,39387.25,81.7875,47.5875
1703.6,39637.75,81.7875,49.8875
1703.675,39667.375,81.325,44.625
1703.7001,39782.375,81.775,43.7625
1703.7251,40151,81.8,42.4875
1703.8,40224.875,81.6375,42.7625
1704.1626,39630.625,81.3125,40.425
1704.2001,39752.125,79.9375,42.5375
1704.275,39971.375,80.7,46.375
1704.3,40864.75,80.3875,48.9
1704.5,40597.5,81.3,41.875
1704.5125,39722.75,81.6,36.55
1704.6,39912.375,81.1,34.8
1704.675,40229.125,81.8,34.65
1704.7001,40165,81.6375,36.5
1704.7626,39722.375,81.4875,39.225
1704.8,39996.5,81.1875,39.475
1704.8375,39761.5,81.3,42.025
1704.9,39500.75,81.5,42.9875
1705,39515.5,81.3375,45.35
1705.0625,40334.375,80.1,47.625
1705.1,40275.375,80.2375,49.8875
1705.5,39662.5,81.3125,45.125
1705.5125,40017.25,81.4625,36.55
1705.6,39798.75,81.375,37.2125
1705.7001,39811.625,81.65,34.475
1705.7876,39906.625,81.7875,30.3625
1705.8,39621.375,81.5,30.6875
1705.9,39647.5,81.6,30.125
1705.9375,40227.75,81.6125,30.725
1706,40306.125,81.9375,28.35
1706.05,39972,81.0125,31.925
1706.1,40159.125,81.1625,32.275
1706.15,40309.875,81.5,32.6625
1706.1626,29527.625,92.7375,39.7125
1706.2001,40244.875,81.6,32.6875
1706.275,39987.75,81.475,32.2375
1706.3,40384.125,81.0375,35.9125
1706.3501,40722.625,81,34.9375
1706.4,40874.125,81.3125,34.7
1706.45,40081.75,81.0125,47.5875
1706.5,40125,81.0125,46.6625
1706.525,39947.875,80.5375,37.75
1706.6,39909.25,80.675,38.475
1706.6626,40926.75,79.775,44.0625
1706.7001,40906,80.875,47.6625
1707.9875,32414,83.925,8.0625
1708,33453.5,82.7,28.9625
1708.0375,31757,83.625,22.6875
1708.0875,31564.125,73.6125,32.0125
1708.1,32126.75,83.3375,25.575
1708.175,31642.375,83.6125,26.6125
1708.2001,32122.5,83.4375,26.075
1708.2626,31309.875,83.5,36.2625
1708.3,31757.625,83.4625,36.325
1708.3375,31635.625,83.175,24.45
1708.4,31831.125,82.875,24.875
1708.475,32056,82.85,24.3875
1708.575,31477.375,83.6,25.25
1708.6,31456.125,83.3125,26.8875
1708.65,32297.375,83.2,29.3625
1708.7001,33050.125,82.55,29.7625
1708.7626,32524.75,82.2625,29
1708.8,32787.625,82.8375,30.4125
1708.8501,34169.625,83.325,28.7625
1708.9,34614.25,82.2375,31.5125
1708.9125,36384.375,82.85,25.5875
1709,36066.25,82.6875,26.7375
1709.0625,38334.125,85.0125,39.7
1709.1,38180,83.9375,38.15
1709.1125,38084.375,85.65,21.275
1709.2001,37719.375,84.7,21.15
1709.2125,37983.375,84.4125,19.6625
1709.3,38611.5,84.1,17.9125
1709.3501,37671.25,83.9625,19.0875
1709.4,38182.875,85.175,20.4875
1709.475,37996.875,85.3375,14.675
1709.5,37852.875,85.0375,15.3625
1709.55,37934.375,84.7,19.2875
1709.6,38166.5,85.35,21.2875
1709.6125,37609.875,85.1625,18.4375
1709.7001,37854.125,85.3375,17.15
1709.7251,38665.75,85.65,15.7875
1709.8,38849.5,83.475,16.4625
1709.875,38620.625,84.5125,12.2375
1709.9,38221.625,85.675,13.6625
1709.9875,37928.25,85.625,18.1375
1710,38523.375,85,18.6375
1710.05,38260.375,84.85,12.6875
1710.1,38436.75,83.175,12.8375
1710.15,39837.625,83.925,15.6625
1710.2001,39240.125,85.175,15.4
1710.2251,38653.875,84.25,14
1710.3,39066,85.3125,13
1710.3625,38304.375,84.725,17.6
1710.4,38049.75,86.0625,17.525
1710.475,38454.125,85.375,11.7625
1710.5,38396.75,85.7125,12.0375
1710.6,38355.5,84.8375,19.725
1710.6875,39075.375,85.175,12.95
1710.7001,39144.875,85.0125,13.05
1710.7251,39723.75,84.9875,23.725
1710.8,39777.5,85.1625,22.6125
1710.8375,40272.625,84.3875,18.1375
1710.9,40472.75,84.675,18.5875
1710.925,42690.125,85.1625,23.6375
1711,42231.875,84.3875,21.775
1711.0625,41900.75,84.5625,19.3375
1711.1,42674.625,84.2375,18.6125
1711.2001,41438,85.1375,11.1625
1711.2125,39991.125,85.625,11.7375
1711.3,39869.5,85.475,12.9625
1711.4,39680.75,85.6375,14.2
1711.4125,38577.5,86.15,10.575
1711.5,38953.875,85.65,13.525
1711.6,38413,85.675,13.8875
1711.675,38056,86.2125,12.875
1711.7001,38856.5,85.1625,12.3125
1711.7125,37765.625,85.925,7.0875
1711.8,37345.125,85.4125,5.9
1711.9,37622.5,86.5625,10.1875
1711.9625,37791.125,86.4,5.0375
1712,37355.875,85.325,5.725
1712.025,37837.125,84.4125,18.1125
1712.1,37612.75,85.325,19.6
1712.1125,39874.25,84.6875,30.975
1712.2001,39942.5,84.4375,30.675
1712.275,42653.125,83.9125,26.6375
1712.3,43001.75,84.225,26.0625
1712.3501,43037.5,83.65,30.125
1712.4,43408.875,84.2125,30.4625
1712.4625,45054.25,83.7125,33.0375
1712.5,44878.625,83.625,33.1875
1712.5375,45247.5,83.575,33.5125
1712.6,45565,83.85,33.6875
1712.7375,39179.25,85.9375,11.325
1712.9,38245.75,84.8375,19.6
1712.95,38195.875,82.85,24.675
1713,38100.5,83.4875,25.075
1713.0875,39925.125,85.5125,27.3125
1713.1,39617.875,84.6625,24.925
1713.15,41531.5,83.8125,29.3625
1713.2001,41475.875,83.3125,26.5625
1713.2375,42658.625,82.475,26.1625
1713.3,43165.5,83.6375,26.4875
1713.475,39875.625,84.8625,8.4875
1713.5,39717,85.0375,11.9
1713.5625,40275.25,85.8,13.7875
1713.6,40496.25,85,15.0625
1713.6375,39803.75,85.325,18.7
1713.7001,39746.75,84.8375,19.2125
1713.775,41959.375,84.25,31.925
1713.8,42091.875,84.5125,31.475
1713.8501,43827.75,84.5625,23.5375
1714,44939.375,83.7625,21.0625
1714.025,45612.5,83.95,21.35
1714.1,45426.5,84.2625,20.275
1714.1125,45236.375,84.0625,16.8
1714.2001,44983.5,84.5875,16.2125
1714.275,44861.375,83.8875,19.9875
1714.3,45098.375,84.075,20.5625
1714.3625,45649.875,84.0625,19.3
1714.4,45057.375,83.45,20.7875
1714.45,44860,83.775,16.8875
1714.5,45123.25,84.3625,17.4375
1714.5875,45064.75,84.05,27.6
1714.6,44545.875,83.775,28.55
1714.6375,45013.5,84.4,23.725
1714.7001,44990.875,83.65,24.7
1714.75,44829.625,84.2375,16.2875
1714.8,44792.5,84.25,16.8375
1714.8625,45071.875,83.925,22.5375
1714.95,44487.75,84.575,19.025
1715,44140,83.2875,18
1715.0625,43952.75,83.6375,18.3625
1715.1,44817.625,84.2375,16.825
1715.2001,42087.375,84.9875,8.6
1715.2251,42574.125,84.05,18.5625
1715.3,42058.875,84.275,21.675
1715.3375,42007.375,82.825,18.875
1715.4,42234.125,83.4875,18.775
1715.4375,42217.75,84.725,21.925
1715.5,42294.75,84.375,22.775
1715.5375,42201.875,84.075,21.0625
1715.6,42437.25,84.8625,21.9125
1715.65,42353.375,85.15,24.95
1715.7001,42501.875,84.7375,24.7375
1715.75,42628.25,82.75,26.0875
1715.8,42257.25,84.2125,26.95
1715.8125,42148.125,83.6,31.6
1715.9,42160.125,83.5125,31.275
1715.9375,42717.625,83.7625,29.85
1716,43022.75,82.725,30.9875
1716.0125,42880.375,81.725,33.95
1716.1,42149,81.175,39.4375
1716.8125,42089.375,82.9125,47.3375
1716.9,42148.25,83.45,45.5875
1717,42376,83.0125,33.3625
1717.075,42213.625,81.925,37.4625
1717.1,42447.5,82.075,37.9875
1717.1125,41977.5,82.3875,30.1875
1717.2001,42668.625,82.8625,31.8625
1717.2375,42993,83.5,27.1
1717.3,42330.5,82.8625,26.425
1717.3251,42536.625,83.025,34.05
1717.4,43651.625,83.1875,35.4625
1717.45,42409,82.5375,28.55
1717.5,42299.375,82.8875,28.975
1717.525,42746.625,82.6875,25.35
1717.6,42796.25,82.125,24.85
1717.6375,42439.125,83.4625,32.75
1717.7001,42813.25,82.4125,34.7125
1717.7876,43165.5,83.775,21.8625
1717.8,42882.75,83,22.4125
1717.8625,42929.875,83,25.725
1717.9,42726,84.425,24.7
1717.925,42978.75,82.875,21.7125
1718,42503.875,84.2875,21.9875
1718.0125,42943.25,82.8125,17.2875
1718.1,42870.625,84,17.7625
1718.175,43632,84.1,16.3
1718.2251,42782.25,84.1125,17.4625
1718.3,42890.75,82.5625,17.1
1718.3125,42227.75,83.9375,18.0125
1718.5,43051.875,83.3375,27
1718.55,42736.25,83.325,21.025
1718.6,43016.875,83.325,22.85
1718.675,42577,83.6375,23.875
1718.7001,42544.25,84.275,24.3
1718.725,29574.5,91.65,10.15
1718.75,42929.625,83.1875,26.275
1718.8,41995.75,84.3875,27.375
1718.8375,42226.75,84.5375,21.9
1718.9,42096.25,83.9375,23.125
1718.9875,42805.25,81.7625,19.2625
1719,28220.5,91.975,14.05
1719.0625,42652.625,82.075,20.1875
1719.1,43268,81.825,20.525
1719.1125,42750.625,83.3375,22.825
1719.2001,43012.875,83.1875,22.6625
1719.275,42767.125,82.2375,26.025
1719.3,42780.375,82.8125,22.75
1719.375,42906.875,83.7875,18.25
1719.4,43120.25,83.6125,17.85
1719.4125,42353,83.1625,26.6625
1719.5,42461.375,82.375,24.1625
1719.525,42628.625,81.7875,25.6875
1719.6,42626.5,84.425,24.6125
1719.6125,42597.375,84.55,21.55
1719.6875,25354,49.6875,16.975
1719.7001,42679.375,83.475,22.3125
1719.7125,43017.125,83.175,25.225
1719.775,30042,88.7375,13.1
1719.8,43167,84.675,24.925
1719.8251,42511.875,85.35,18.4
1719.9,42255.25,84.2125,19.5875
1721.65,36278.75,86.4,20.225
1721.7001,36058.5,85.625,20.55
1721.775,35004.25,86.25,18.65
1721.8,35753.75,87.3375,19.3875
1721.8625,35746,88.0625,18.1125
1721.9,35355.25,86.4125,17.05
1721.925,35731.25,86.4375,10.775
1722,36089.5,87.1375,11.175
1722.1,35008.75,86.4,16.35
1722.175,37481.5,87.025,18.0875
1722.2001,37871.375,86.7125,17.925
1722.25,38745.25,86.0875,16.975
1722.3,38605.375,87.3375,16.0625
1722.3251,41428,86.2375,25.05
1722.4,41157.625,86.5625,26.7125
1722.4375,42257.25,85.625,24.7375
1722.5,43039.5,84.8,24.2
1722.6,43719.75,85.775,27.2
1722.6626,45034.125,84.55,27.825
1722.7001,45526.625,85.3125,29.7
1722.8,46463.875,85.4875,26.3625
1722.8375,45774.5,84.6375,23.175
1722.9,46132,84.8625,24.25
1722.9375,45549.875,85.625,24.1875
1723,45466,85.7875,22.6
1723.075,44910.75,86.1,16.7625
1723.1,44046,84.8625,16.6875
1723.125,44441.75,85.15,16.5375
1723.2001,44485.125,85.475,15.85
1723.275,44548.75,86.2375,17.4
1723.3,44071.625,84.8625,16.9
1723.3125,43261.25,85.1875,17.9875
1723.4,43494.875,85.475,19.2125
1723.4875,44111.75,86.5625,21.0875
1723.5,44185.625,85.0375,24.3625
1723.5625,44228.125,84.675,12.2
1723.6,44294.375,86.55,12.2375
1723.6375,43870.75,86.725,24.8625
1723.7001,43914.75,87.0375,23.825
1723.8,43898.125,85,17.0625
1723.8876,44610.875,84.5625,17.775
1723.9125,43870.5,86.1125,18.7125
1724,44164,85.6375,19.9125
1724.025,44556.125,85.8,22.6
1724.1,43719.5,86.1625,23.875
1724.1626,44020,85.3,21
1724.2001,43934.25,86.4125,19.875
1724.275,43656.5,86.5375,28.425
1724.3,44156.75,85.4875,30.175
1724.4,43685.5,85.65,23.575
1724.475,43615.125,85.9375,28.3625
1724.5,43106.625,85.65,29.2
1724.5625,44416.625,85.475,16.825
1724.6,44129.375,84.075,16.7
1724.6626,44206,85.9375,18.7
1724.7001,43993.875,85.3125,18.1875
1724.8,44314.25,86.55,13.675
1724.8625,43822.75,86.4,14.6625
1724.9,44166.375,85.3125,13.4875
1724.9625,44111,85.8,13.475
1725,43515.625,86.4,13.0125
1725.0625,43748,85.8375,12.1625
1725.1,44100.625,87.2,11.1625
1725.2001,43332.375,86.25,20.9875
1725.2375,43153.75,85.6625,22.85
1725.3,42906.25,86.1,22.675
1725.3251,43716.375,86.3875,16.6375
1725.4,43397,85.0375,16.7875
1725.4625,43283.875,85.0125,17.875
1725.5,43208,84.7125,18.8875
1725.525,43281.5,85.1625,17.225
1725.6,43128.875,86.7125,19.0625
1725.7001,42933.75,84.85,16.85
1725.775,43122.5,85.1625,21.9875
1725.8,43101.875,85.95,22.1375
1725.8125,44629.25,84.85,24.25
1725.9,45096.875,84.7,24.35
1726,46412.5,84.7,30.725
1726.0125,49212.125,84.0875,28.85
1726.1,49113.25,85.025,28.5375
1726.1125,48676.125,83.9375,24.95
1726.2001,48906.875,84.0625,25.325
1726.25,48603.25,84.85,25.65
1726.3,48588.625,84.525,25.3625
1726.3625,48393.25,84.675,22.7875
1726.4,48947.375,83.95,22.125
1726.425,48952.25,83.9625,22.2125
1726.5,48945.75,83.9375,21.0375
1726.5375,48368.375,84.2375,25.625
1726.6,48750.875,84.075,25.3125
1726.6875,48809.625,84.55,27.525
1726.7001,48696.75,84.25,26.9875
1726.7626,49507.125,83.6375,26.1875
1726.8,49069.875,84.1,27.325
1726.8375,49406,84.4125,27.95
1726.9,34170.625,73.9,20.6875
1726.9625,49226.625,83.9125,24.725
1727,49555.125,83.775,23.325
1727.1,49047.5,83.95,22.425
1727.1375,49789.5,83.65,21.4625
1727.2001,49849.625,84.3875,22.35
1727.275,48803.875,84.85,24.3125
1727.3,48864.625,83.8125,23.8375
1727.3125,49133,82.7,26.1875
1727.4,49323.25,84.525,26.9
1727.4875,48675.75,82.8375,25
1727.5,49274.375,83.2,23.6625
1727.575,49029.625,82.85,28.2625
1727.6875,45465.375,84.1125,15.775
1727.7001,45074.875,84.225,15.475
1727.7876,43642.5,84.7,12.4125
1727.8,43853.5,84.7,14.6375
1727.8876,43707.625,84.5625,20.1625
1727.9,44234.375,84.8625,20.575
1727.9625,43120.125,84.2875,21.7875
1728,43132.25,84.6625,22.55
1728.075,43362.25,84.7,15.55
1728.1,43320,84.075,15.8375
1728.1626,43036.375,84.7125,16.8625
1728.2001,43500.875,84.7125,16.7375
1728.2876,43629,85.025,16.85
1728.3,43551.25,84.85,18.3625
1728.3375,43632.5,85.475,21.4125
1728.4,43607.625,84.5375,23
1728.4625,43057.375,84.55,17.3875
1728.5,43203.375,84.8625,16.6375
1728.575,43476.25,84.5625,21.7875
1728.6,43239.75,84.225,21.6
1728.65,43296.5,84.875,23.0375
1728.7001,43790.25,85.3375,21.9875
1728.775,43383.625,84.225,24.7125
1728.8,43336.875,85.0375,24.1625
1728.8125,43909.5,84.5375,22.2625
1728.9,43782.5,83.6625,21.6625
1728.925,45129.75,84.4,29.6
1729,44784.5,83.7875,29.6375
1729.0125,45515.125,83.7625,29.95
1729.1,45475.25,84.075,30.8375
1729.15,47114.375,84.4,29.9375
1729.2001,47532.375,83.7875,30.2375
1729.2251,48556.875,83.6375,24.425
1729.3,48349.625,83.925,22.525
1729.4,48590.25,83.925,30.55
1729.5,48347.125,84.1125,28.825
1729.525,48305.75,83.9,31.075
1729.6,48660.375,83.325,30.675
1729.625,48526,83.3,32.9375
1729.7001,48161.375,83.35,32.725
1729.7876,48620,83,39.375
1729.8,48290.75,83.3125,39.625
1729.8501,48280.125,83.3125,35.1625
1729.9,48958.875,83.325,34.1125
1730,48124.25,83.1625,43.325
1730.0625,47905,83.0125,34.925
1730.1,47997.5,84.25,34.9
1730.15,47828.375,84.1,34.925
1730.2001,47879.5,83.475,35.4125
1730.275,47844.125,83.9375,32.7375
1730.3,48108.25,83.475,34.6
1730.3125,48045.75,82.8625,28.5125
1730.4,48396.25,83.4875,29.075
1730.4125,48695.25,83.475,29.9375
1730.5,48255,83.925,29.525
1730.5125,48327.25,83.5,25.775
1730.6,48193.25,83.7875,25.65
1730.6125,48415.75,84.225,25.3875
1730.7001,48729,83.7625,26.95
1730.775,49263.625,83.7875,33.75
1730.8,49241.5,83.775,33.225
1730.8251,48917.25,83.475,27.025
1730.9,49257.875,84.375,28.85
1730.975,48350.25,83,37.6625
1731,48193.25,83.3375,37.5125
1731.0875,48615,84.1,32.6875
1731.1,48859,83.1375,33.4375
1731.175,30153.25,93.05,18.15
1731.1875,48435,83.65,34.7
1731.2001,47863.125,83.75,34.6125
1731.2876,48308.75,82.6125,30.1625
1731.3,48390.375,82.8625,30.5375
1731.3251,48770.625,83.925,31
1731.4,48796.125,83.6125,30.875
1731.45,48303.5,84.25,31.9875
1731.5,48660,83.3375,34.175
1731.525,48524.625,83.3125,37.8875
1731.6,48381.625,83.6,37.0375
1731.6875,48117.375,82.8875,34.65
1731.7001,48631.75,83.3,36.3
1731.7125,48478.125,82.6875,34.625
1731.8,48491.875,82.8625,32.6625
1731.8876,48637.25,83.65,37.675
1731.9,48736.125,83.8125,39.9
1731.95,48697.75,83.6,38.75
1732,48251,83.4625,38.375
1732.05,48214.625,82.7125,33.975
1732.1,48240.625,84.2375,33.5625
1732.125,48381.375,84.0625,29.5375
1732.2001,48595.125,82.85,28.9625
1732.2876,48483.375,82.8625,26.35
1732.3,48514.25,83.3125,28.35
1732.3375,48673.125,83.175,35.125
1732.4875,48421,82.6875,24.2125
1732.5,48365.625,83.025,25.2
1732.5625,48780.5,83.1625,29.0375
1732.6,48696,83.025,28.8
1732.6125,48354.5,83.6125,25.725
1732.7001,48344,84.075,27.3625
1732.7251,48451,82.7125,25.6
1732.8,48469,83.15,25.725
1732.8625,48718.25,83.5,31.9875
1732.9,48686.875,83.175,32.825
1732.925,48603.875,83.45,29
1733,48562.125,83.175,28.225
1733.0125,49395.375,83.6375,29.1125
1733.1,48963.5,83.6125,33.6
1733.175,48496.625,84.0125,24.35
1733.2001,48534.875,83.7375,24.6
1733.2876,48568.5,83.45,22.375
1733.3,48831.25,83.6375,24.0125
1733.4,48889.75,83.7625,23.65
1733.4875,48442.125,82.1,25.25
1733.5,48559.875,83.45,24.475
1733.575,48443,83.625,21.125
1733.6,48484.375,83.15,22.475
1733.6125,48244.625,83.9625,21.125
1733.7001,48060.5,83.625,21.7625
1733.775,48103.375,83.6125,20.925
1733.8,48004.875,82.575,20.55
1733.8251,48182,82.5625,33.6375
1733.9,48093.375,82.8625,32.6125
1733.975,48066.125,83.4625,22.05
1734,47958.125,83.7875,21.5125
1734.0375,48191.125,84.0875,25.25
1734.1,47540.5,83.15,26.1
1734.1875,47814.625,82.6875,24.3
1734.2001,47988.5,82.5625,24.325
1734.2251,48029.375,83.3125,27.625
1734.3,47884.5,82.85,27.65
1734.3125,47834.125,83.35,26.8875
1734.4,47679.75,82.7,26.3875
1734.4125,47622.25,83.3,26.15
1734.5,47544,83.3125,24.4
1734.5875,47709.875,83.7625,21.725
1734.6,47874.125,82.9875,22.2
1734.6626,47921.625,83.0125,32.8375
1734.7001,47680.25,83.8,33.475
1734.7375,47618.375,82.7,27.75
1734.8,47705.375,83.325,26.8375
1734.8501,47542.625,83.6125,24.125
1734.9,47686.25,83.7625,20.9875
1734.9875,47752.25,83.3125,29.475
1735,47468.875,83.4625,29.675
1735.025,47487.5,83.15,26.25
1735.1,47433.375,83.1625,26.8125
1735.1125,47981.25,81.7875,32.3375
1735.2001,47640.25,82.4,31.225
1735.275,47239.75,82.8625,38.5
1735.3,47314.25,82.5375,38.775
1735.3501,47594.875,82.8625,34.9125
