depth (ft),WOB (lbf),RPM,ROP_data ft/hr
1580.8,35663,86.4,38.7625
1580.8375,30322,95.2,47.7
1580.8625,38620.875,85.925,33.8125
1580.9,38648.625,86.2625,34.8875
1581.025,31608.125,92.025,45.075
1581.0375,36148.375,85.8,37.0125
1581.1,36386.5,86.0875,36.8875
1581.1125,32360.625,92.7125,46.575
1581.175,37801.125,85.625,37.4
1581.2001,38109.75,85.6375,36.725
1581.2626,39135.5,85.4875,35.65
1581.2876,32907.25,82.6875,43.0375
1581.3251,41886.75,84.575,40.95
1581.4,41943.25,85.05,42
1581.475,32071.625,88.575,18.6125
1581.5,32300.375,87.9625,18.625
1581.525,32207.375,88.1,22.6625
1581.6,32194.625,87.175,22
1581.625,34149.5,87.95,28.7125
1581.7001,34353.75,87.775,27.725
1581.7876,36062.625,87.5,31.425
1581.8,36060.25,86.875,31.2125
1581.8251,39619.25,86.7,39.725
1581.9,39354.125,86.7,41.1625
1582,33519.5,87.775,12.8875
1582.0625,33702.625,86.6,26.9
1582.1,33665,87.025,27.7125
1582.1125,24772.25,103.05,7.0625
1582.125,34213.875,86.85,29.5875
1582.2001,34281,87.175,29.1875
1582.275,36432.875,86.7,30.05
1582.3,36581.25,86.5625,30.1875
1582.3375,37880.875,86.2375,33.775
1582.3501,25719.375,103.1,29.1125
1582.4,38096.625,86.575,32.5875
1582.425,39017.75,85.8,32.8
1582.45,26096.75,101.3375,32.1125
1582.5,39494.25,85.7875,32.6375
1582.525,39763.625,86.2875,26.725
1582.55,26467.25,103.5625,5.7125
1582.6,40092.5,86.5125,26.3875
1582.6125,26181.75,103.2375,20.6
1582.6375,40855.125,85.8,36
1582.7001,40893.5,86.2375,36.0125
1582.7626,26302.125,104.75,15.5625
1582.7876,40765.625,86.3875,28.95
1582.8,41214.5,85.95,30.1125
1582.8501,40807,85.9375,29.8
1582.8876,26140.25,104.15,23.6875
1582.9,41040.625,85.6375,30.225
1582.9125,40661.75,84.3875,37.275
1583,40849.75,85.2,37.8125
1583.0125,40521.625,85.6625,44.4
1583.025,26294.125,103.3625,19.15
1583.1,40801.875,85.0125,44.6875
1583.175,26160,102.6125,16.7
1583.2001,40507.625,85.2125,35.4625
1583.2375,40319.875,86.25,28.5625
1583.3,40659,85.65,26.8875
1583.3125,40284.25,85.9375,18.775
1583.4,40290.625,86.3625,20.75
1583.425,40668.875,86.4,23
1583.45,26083.125,102.775,28.4375
1583.5,40400.875,86.1,23.525
1583.5625,40004,86.4,20.9125
1583.6,40305.875,86.1125,21.2125
1583.625,40453.375,86.7125,23.7875
1583.7001,40276.375,86.55,23.5
1583.7375,40090.625,86.275,18.875
1583.75,28000.375,99.7,35.8625
1583.8,40163.5,86.575,19.1
1583.875,39966.875,86.1,23.1125
1583.8876,28045.125,99.8375,31.35
1583.9,40263.75,85.9375,24.1125
1583.95,39903.875,86.2625,20.9125
1584,39943.625,86.0625,22.4875
1584.025,29358.25,93.95,41.0625
1584.0625,39832.25,86.1,22.85
1584.1,40238.375,86.0875,22.2625
1584.1125,28969.75,89.325,39.9625
1584.1375,39902,85.8375,24.8375
1584.2001,40230,85.95,24.525
1584.2626,30216.375,95.0625,37.8375
1584.275,40187.875,85.8,28.55
1584.3,40165.375,86.1,28.175
1584.3251,40157.5,85.8125,20.9125
1584.4,40351.125,85,21.475
1584.4125,30301.125,90.25,30.275
1584.45,40793.625,85.7875,28.7125
1584.5,40571.5,86.0625,28.3875
1584.575,39937.25,85.8125,25.15
1584.5875,29737,99.375,26.025
1584.6,39861.625,85.775,25.575
1584.625,30170,98.45,30.225
1584.7001,40080.125,85.95,26.1375
1584.7626,40149,85.525,25.3125
1584.8,40222.5,85.4875,26.2625
1584.8125,30247.875,97.5125,32.1125
1584.8876,40241.375,85.7875,25.2125
1584.9,40166.875,85.8,24.95
1584.9375,30315.75,95.05,31.3625
1584.975,39891,85.1875,28.4
1585,40325.625,86.1125,28.1875
1585.05,30730.5,98.425,32.4875
1585.0625,39890.25,84.875,30.2375
1585.1,39895.5,85.1875,29.9125
1585.1125,40385,85.3125,26.15
1585.2001,40196.125,85.6375,28.2625
1585.2125,30278,99.2375,24.925
1585.2251,40273.625,84.725,27.6625
1585.3,40164.375,84.725,28.4
1585.3125,39823.625,85.6,31.5625
1585.3375,29711.125,100.4625,25.3625
1585.4,40528.5,85.5,31.0125
1585.4375,39957.375,85.2,32.225
1585.4625,29784.25,99.0375,27.925
1585.5,40226.5,84.6875,32.75
1585.5125,22120.25,20.9875,8.625
1585.5875,39929.5,85,37.975
1585.6,39832.5,85.175,37.3375
1585.6125,40078.125,84.875,30.2625
1585.65,22756.5,16.65,35.925
1585.675,28795.875,100.1375,16.45
1585.7001,40023.875,84.85,30.15
1585.7125,28738.5,99.2,17.4
1585.775,39716,84.375,33.4
1585.8,39884.5,84.5375,33.7
1585.8625,28747.25,100.6375,19.525
1585.9,40180.5,84.425,33.9625
1585.95,40102.625,85.0375,29.55
1585.9875,28735.875,99.9875,22.725
1586,40321.625,84.7,29.9625
1586.0375,40014.625,84.8375,25.0375
1586.05,28804.625,100.2875,21.0125
1586.1626,40321.75,85.375,25.675
1586.2001,40249.25,85.2,25.025
1586.2125,28797.125,100.9125,20.0125
1586.25,39998.125,84.7,25.075
1586.3,40605.125,85.2125,24.825
1586.3125,40241.75,85.025,28.2125
1586.3375,29104,101.3625,21.4375
1586.4,40252.875,85.625,28.2
1586.4125,40176.25,85.475,25.375
1586.475,28763.375,100.9,24.4
1586.5,40075.5,85.65,25.175
1586.5375,41027.375,84.85,30.3125
1586.55,28588.5,101.675,27.625
1586.6,40391,85.025,30.55
1586.6375,40392.5,85.2875,22.2625
1586.7001,41091.875,85.35,21.85
1586.7626,40313.25,85.3,27.9625
1586.8,40402.25,85,27.875
1586.8125,27600,100.9125,34.35
1586.8375,40289,85.1625,26.65
1586.9,40436.5,84.85,26.775
1586.9125,26931,97.5,28.9875
1586.95,40147.375,85.3375,28.2
1587,40614.625,84.875,29.125
1587.075,26358.625,97.975,35.1
1587.0875,40639.875,85.1875,29.15
1587.1,40623.375,84.6875,28.7625
1587.1125,40722.125,85.1625,34.35
1587.175,26837,101.6125,36.2625
1587.2001,40250.5,84.5875,33.325
1587.2251,26883.625,101.5625,37.7
1587.25,40897.875,84.6875,31.525
1587.3,40735.25,85.0125,31.0375
1587.3375,41285.875,84.85,36.3375
1587.3876,26592.75,100.9,44.7875
1587.4,41311.625,85.025,36.225
1587.425,41188,84.4625,29.2
1587.4375,26971.75,101.1625,30.4625
1587.5,40936.5,84.5375,28.925
1587.5125,26821.875,99.6375,33.925
1587.5875,41273.625,84.8875,36.9625
1587.6,41356.125,84.125,36.675
1587.6375,26673.5,100.2625,29.0125
1587.675,41291.5,84.5625,31.9875
1587.7001,41196.625,84.7,30.5375
1587.7251,40457.375,84.6125,30.2875
1587.8,40380.125,85.1625,29.9375
1587.8125,40749.5,85.6375,25.55
1587.8501,27253.875,101.95,24.0625
1587.9,40369.875,84.4,25.1125
1587.925,26756.625,101.375,22.875
1587.9625,40597.75,84.6875,24.525
1588,40824.75,85.0125,23.45
1588.0125,40362.5,84.55,30.05
1588.05,26793.375,102.2875,28.125
1588.1,40544.25,85.05,28.9875
1588.125,27100.5,99.3875,27.15
1588.175,40326.125,84.7125,31.175
1588.2001,40218.75,85,29.9
1588.2125,40509.25,85.0125,27.775
1588.3,40180.375,85.15,26.925
1588.3251,26880.75,101.65,24.5375
1588.375,40490.375,84.85,26.6375
1588.4,40386.75,85.025,27.5625
1588.4375,26764.625,99.2,17.7875
1588.5,40389.25,84.85,26.65
1588.6,40167.125,84.3875,30.175
1588.65,25321.5,103.075,24.625
1588.6626,40797.75,85.15,31.7875
1588.7001,40700.25,85,33.675
1588.7125,40312.5,84.7,32.1625
1588.7876,25123.5,101.35,28.3875
1588.8,40495.625,84.6875,31.9875
1588.8125,26434.625,100.1375,36.475
1588.8501,40313.5,84.875,26.825
1588.8625,28052.125,88.0875,19.7375
1588.9,40684.25,85.4625,27.85
1588.9125,27697.125,97.65,39.5
1588.9375,29472.5,88.9,20.1125
1588.95,40377.25,84.7,35.05
1589,39940.625,84.3625,34.325
1589.0625,40353.625,84.7125,23.7625
1589.1,40446.625,84.825,24.0875
1589.1125,40069.875,85.175,19.7375
1589.1375,29969,89.0125,15.8125
1589.2001,40381,84.55,20.8125
1589.2626,30737,88.1,18.5125
1589.275,31404.375,97.55,31.8125
1589.2876,40814.875,84.8875,22.1375
1589.3,40557.625,84.4,22.125
1589.3125,31428.5,88.225,19.5875
1589.3375,40375.625,84.875,24.9875
1589.3876,31732,98.7125,28.2625
1589.4,41054.25,85.45,24.225
1589.425,40530.375,84.225,28.625
1589.5,40792.875,85.1375,28.75
1589.5875,40629.625,84.425,24.7
1589.6,40923,84.725,24.5
1589.6125,31312.5,91.1875,35.75
1589.625,35926.125,87.7875,26.9
1589.675,40567.625,84.5375,23.5625
1589.7001,40635.25,85.05,25.9
1589.75,31791.875,90.5625,42.6875
1589.7626,36984.875,87.325,27.9875
1589.775,40801.25,84.5375,21.025
1589.8,40513,85.35,20.7
1589.8375,40727.5,84.5375,21.4625
1589.875,39877.25,87.0375,31.275
1589.9,40625.5,85.3375,21.4
1589.9625,40889.125,86.875,28.0125
1589.9875,40667.875,85.3375,22.6
1590,40824.375,84.8875,22.7125
1590.075,32399,94.3,29.8625
1590.0875,40753.25,84.7125,22.225
1590.1,40953.5,84.375,22.675
1590.1375,32631.875,88.45,12.15
1590.1875,40793.75,84.85,21.7875
1590.2001,40886.125,84.725,23.075
1590.2125,32662.5,90.425,29.075
1590.25,32724,88.9,12.8
1590.275,41108.125,84.4125,27.7875
1590.3,41260,84.5625,30.6625
1590.375,32491.25,96.4625,34.15
1590.3876,32576.5,89.025,20.4
1590.4,40597,84.725,24.975
1590.4125,32995.5,87.775,24.4625
1590.4625,40612.25,85.025,25.2
1590.5,40758.75,84.5625,27.1
1590.5125,32493.5,92.8875,32.3125
1590.5625,40620.375,84.7125,18.6
1590.5875,33262.375,87.575,26.4125
1590.6,40537.375,84.55,20.275
1590.6375,40800.875,84.45,23.95
1590.6626,32539.75,95.3625,28.4875
1590.6875,36772.125,86.675,37.075
1590.7001,40683.625,84.55,26.0375
1590.7251,32728.75,95.3625,32.6
1590.75,40526.625,84.1,23.35
1590.775,36423.75,87.175,37.5375
1590.8,40624.75,84.725,25.2
1590.8125,32815.25,98.1375,25
1590.8625,40740.125,84.8625,28.2
1590.9,40543.5,83.625,29.0625
1590.9375,33017.125,95.675,23.7875
1590.9625,33957,88.4125,21.575
1591,40738.125,84.5625,29.9625
1591.0125,32409.25,96.425,23
1591.075,33629.5,88.4125,17.3625
1591.0875,40499.625,84.0875,34.9
1591.1,40624.875,84.2125,34.375
1591.1375,32681.875,95.475,25.6625
1591.175,40886.75,83.9625,34
1591.2001,40298.5,84.2375,34.4
1591.2375,32852,88.425,18.225
1591.275,40690.75,82.425,43.925
1591.2876,32525,97.225,24.2375
1591.3,40287.625,82.7125,45.3
1591.3125,32472.5,97.1875,24.1
1591.4125,32616.75,87.3125,17.8875
1591.4875,32603.25,95.2,34.5
1591.5125,32614,88.2125,11.675
1591.5875,40592,83.775,44.6875
1591.6,40510.75,83.925,44.2375
1591.6125,33264,95.6625,24.6375
1591.675,40821.25,82.85,48.8
1591.7001,40580.5,82.875,49.425
1591.75,33009.625,88.2875,13.9625
1591.875,33247.875,97.3375,22.9625
1591.9,40709.625,84.55,47.075
1591.9875,32549.625,88.2625,10.0875
1592,40650.625,83.9,35.75
1592.0375,40534.375,84.4125,33.5875
1592.0625,32969.625,98.425,24.5
1592.0875,32585.625,88.4125,17.3125
1592.1,40616.75,84.4,35.0875
1592.1125,40773.75,84.2375,26.15
1592.1875,33251.25,95.2125,20.6
1592.2001,40537.125,84.3875,25.8125
1592.25,40637.5,84.25,29
1592.2876,32468.5,88.5625,16.1875
1592.3,40537.125,84.1,28.7125
1592.375,32576.125,88.5625,16.075
1592.3876,40692.375,85.0125,26.425
1592.4,40668.125,84.725,27.4
1592.4125,40240.625,84.1,27.05
1592.4625,32333.625,87.625,20.425
1592.4875,33329.125,92.4375,22.6875
1592.5,40179.25,84.85,27.95
1592.575,40266.125,84.275,29.375
1592.6,40730.5,84.2625,30.3625
1592.6125,39916.125,84.5375,34.2125
1592.625,33478.75,96.275,21.4875
1592.7001,40139.875,84.225,33.1625
1592.7251,32521.375,88.2875,11.5875
1592.75,33077.5,93.0375,26.6875
1592.7626,39996.875,84.1375,32.1125
1592.8,40291.5,83.9125,33.7
1592.8625,33300.875,87.95,29.2875
1592.875,40709.75,83.6125,38.85
1592.9,40285.625,84.55,37.8875
1592.925,40119.875,84.7,34.075
1593,40044.25,83.95,35.125
1593.0375,33234.125,90.275,29.35
1593.075,30138.75,88.75,16.075
1593.0875,40231.125,83.925,40.1375
1593.1,40471.625,83.0125,39.9625
1593.1626,31865.625,88.1125,19.8
1593.1875,33194.5,91.35,29.5125
1593.2001,40542.75,83.4875,42.4625
1593.2251,34383.75,87.4625,25.25
1593.2876,40097.5,83.625,49.575
1593.3625,34230.875,88.1,20.5375
1593.4875,34187.75,87.025,21.4875
1593.575,33283.375,89.2,35.1875
1593.7125,34318.25,87.15,23.7875
1593.8375,35145.25,87.175,21.85
1593.875,34364.75,88.8375,37.4
1593.975,34179.75,87.775,32.525
1594.0375,35380.25,86.825,20.1625
1594.0625,34542.375,89.65,34.3
1594.125,35124.875,86.25,22.6
1594.15,34571,90.7125,33.275
1594.2001,34366.75,89.175,31.875
1594.2375,34306.125,91.025,31.0375
1594.275,34874.625,87.5,22.4625
1594.3375,34326.875,91.075,35.25
1594.4125,34739,87.025,21.575
1594.4625,34456.25,88.9,30.8625
1594.5375,34397.25,92.5875,29.825
1594.675,34454.5,86.875,29.825
1594.7251,34458.75,91,27.6
1594.7626,35777.75,86.85,16.725
1594.8501,35752,87.1875,19
1594.9875,34587.625,95.3625,26.95
1595.0125,34624.25,91.9375,27.8
1595.1125,35816,87.3375,23.8
1595.15,34668.5,92.575,27.9
1595.2125,34764.125,93.8125,26.45
1595.3375,35536.375,86.85,24.125
1595.4125,34498.375,95.2,27.9125
1595.425,35620.625,86.7,21.9
1595.65,34362,89.7875,11.9
1595.75,35731.5,86.4,19.5875
1595.8375,35829.75,88.9,17.575
1596.075,35873.625,88.575,21.6375
1596.125,36223.25,87.625,32.35
1596.1875,25739,88.5875,11.7125
1596.2001,26207.5,87.15,15.4625
1596.2125,35743.5,86.575,16.6625
1596.25,25724.375,86.8625,22.55
1596.275,36239.875,88.4375,31.3875
1596.3,26485.125,87.4875,23.875
1596.3125,35791,86.425,19.4125
1596.4,27143.25,87.625,45
1596.55,25943.125,120.225,44.5375
1596.575,37758.625,86.7125,34.35
1596.6875,35666.875,86.55,17.3
1596.7001,35522.875,85.95,21.5
1596.7375,35626.75,86.7,18
1596.775,40235.125,87.8,34.375
1596.8,35799.375,87.1375,18.5875
1596.8375,35790.625,87.15,15.875
1596.9,35569,86.5375,16.7875
1596.975,39687.625,87.6125,25.5
1596.9875,35565.25,85.1625,19.675
1597,35667.5,84.7125,18.575
1597.0625,40482.375,87.3625,23.025
1597.075,35723.875,84.85,18.475
1597.1,35787.25,84.6875,18.1125
1597.1125,40536.125,87.025,22.4
1597.1875,35628.625,86.25,15.0875
1597.2001,35829.5,86.5625,14.2625
1597.2626,28987.875,86.55,17.15
1597.275,35332.875,86.3875,19.3
1597.3,35605.625,86.1125,19.375
1597.375,35601.875,85.3125,19.1125
1597.4,35872.875,86.9875,19.1
1597.4125,31395.375,85.35,33.3125
1597.475,35604.625,86.7,20.9
1597.5,35759.5,85.9375,21.75
1597.5125,35496.25,85.625,18.175
1597.5625,32341.75,84.5375,41.95
1597.6,35763.25,86.3125,18.1625
1597.675,34155,83.7875,37.65
1597.6875,35755.25,85.8,21.4625
1597.7001,35552.125,87.025,22.7625
1597.7626,36841.75,86.1,29.5375
1597.775,35061.5,84.2375,48.125
1597.8,36478.375,85.625,29.0125
1597.8125,36464.25,86.5625,26.15
1597.875,36253.125,83.9625,43.375
1597.9,36205.375,85.8,26.8125
1597.925,33600.875,86.3875,23.55
1598,35957,86.2625,24.4375
1598.05,33697.875,85.7875,27.1875
1598.075,36803,86.725,24.7125
1598.1,37028.75,86.25,25
1598.125,36433.375,86.5625,21.925
1598.2001,36221.375,87.325,22.35
1598.3,36565.375,86.8625,24.2125
1598.3876,36284.375,86.225,21.35
1598.4,36721,86.1,22.025
1598.4125,24656.75,92.4,34.2
1598.4375,36052.5,86.875,23.2875
1598.5,36267.875,86.25,23.825
1598.5625,36586.625,85.9625,22.225
1598.6,36454.75,86.0875,22.775
1598.625,36912.875,86.2625,26.125
1598.7001,36302.375,86.4,26.9375
1598.7375,36441.5,86.1,23.0875
1598.8,36242.25,86.1,22.55
1598.8375,36712.625,87,24.1625
1598.9,36638.625,85.925,24.7375
1599,36260.875,86.2125,24.65
1599.0375,36748.625,86.55,24.825
1599.1,36642.25,86.5625,23.8625
1599.1875,37110.5,86.1,24.95
1599.2001,36863.375,86.55,25.7875
1599.2876,36437.125,85.95,26.3875
1599.3,36081.875,85.775,28.4
1599.3876,36170.25,85.65,25.95
1599.4,36502.25,86.725,25.2
1599.425,36683.75,86.4,24.575
1599.5,36775.375,86.2375,24.2
1599.6,36306,86.5625,28.9625
1599.65,36598,86.5625,27.1625
1599.7001,36637.625,85.9375,28.8375
1599.7375,36094.125,85.9375,26.4125
1599.8,36538.75,86.55,25.7875
1599.8625,36584.375,85.725,26.95
1599.9,37010.625,86.25,26.0375
1599.925,36336.25,87.175,19.1625
1599.9375,40020.125,86.7125,20.5625
1600,36558,86.7125,17.775
1600.0375,31672.75,88.1,23.475
1600.05,36758.75,86.25,28.125
1600.0875,39955.5,87.5,21.675
1600.1,36757.375,86.0875,28.2375
1600.1375,34365.5,87.625,32.25
1600.15,36122.125,85.95,20.225
1600.2001,36565.5,86.55,19.5875
1600.25,36334.5,88.1,32.85
1600.275,36127.75,86.8625,20.85
1600.3,36690.375,85.9375,20.625
1600.3625,39829.625,87.65,12.75
1600.3876,36365.5,86.4,18.375
1600.4,36503.25,86.7,18.5
1600.4375,40402.125,87,44.5125
1600.45,39864.625,87.8,17.275
1600.4875,36752.5,86.425,19.35
1600.5,36433.125,86.3875,19.9125
1600.5625,36194.875,86.2375,18.2875
1600.5875,42102.25,86.5625,41.4875
1600.6,36403,86.7125,19.0125
1600.6125,41076.25,87.45,15.35
1600.65,36514.625,86.4,18.4
1600.7001,36163.75,86.85,18.4
1600.75,36450,86.85,18.925
1600.7626,43191.75,87.1875,34.7875
1600.7876,40352.375,87.15,12.5625
1600.8,36357.75,86.55,18.9625
1600.8125,40570.5,87.475,22.75
1600.8251,28109.125,90.1,12.4625
1600.9,36397.25,86.3875,25.9375
1600.9125,28235.5,88.275,18.725
1600.9375,36354.5,86.4125,21.425
1601,36041.75,86.55,21.475
1601.0625,36176.75,87.175,21.125
1601.075,39767.125,87.3375,18.475
1601.1,36572,86.5375,20.8875
1601.1375,36401.125,86.0875,19.3625
1601.1626,40945.5,87.175,20.0375
1601.1875,31480.25,87.7375,28.9875
1601.2001,36146.5,86.7125,18.9125
1601.2125,36444.5,86.375,18.3875
1601.2251,40534.75,87.5,19.925
1601.3,36445.75,87.0625,17.7375
1601.3125,40739.25,85.95,20.9
1601.3625,34783.625,85.8125,42.6
1601.375,36365,86.4125,15.275
1601.4,36387,85.65,15.9375
1601.4375,36219.25,86.2625,13.2
1601.45,40527.375,87.0125,15.7625
1601.4625,37872.5,87.475,48.425
1601.5,36290.875,87.175,13.8875
1601.525,40542.75,87.175,17.4375
1601.5875,36296.125,86.4125,16.525
1601.6,36950.625,87.0125,16.4375
1601.625,40115.875,87.3375,20.0125
1601.65,32062.75,87.325,27.4625
1601.675,36566.125,86.2625,20.2
1601.7001,36515.75,86.1,19.2625
1601.7125,33487.75,86.1375,32.6
1601.7375,36094.875,87.0125,11.5375
1601.8,36537.75,86.5,11.825
1601.8625,40344.375,86.325,17.3875
1601.9,36614.125,86.9125,10.6125
1601.9625,36765.375,86.7,17.8625
1602,36086.25,86.2625,17.5875
1602.0125,36598.25,86.2875,16.7875
1602.0875,40298.5,86.2125,24.55
1602.1,36432.5,86.6625,17.1375
1602.15,39952,85.95,20.1125
1602.1626,36198.125,86.8625,15.3375
1602.2001,36456,87.1875,15.2
1602.2375,40495.75,86.25,17.15
1602.2876,34105.125,88.8625,32
1602.3,36563.875,86.5375,13.15
1602.3375,35084.25,87.7875,43.6875
1602.3625,36709,86.875,16.6125
1602.4,36437.125,85.9375,18.1
1602.4375,36495.625,86.8875,18.2375
1602.475,36374.5,87.0375,39.0375
1602.4875,40625.625,85.4625,23.2875
1602.5,36256.5,85.6375,17.475
1602.5125,36539.125,86.7125,18.55
1602.575,37628,85.0375,47.0125
1602.6,36164.125,86.4,19.15
1602.6125,36612.875,86.4,18.125
1602.625,39793.5,85.7875,47.4875
1602.6626,40448.375,85.7875,25.9125
1602.7001,36177.75,86.4,18.7375
1602.7125,40592.75,85.65,30.0125
1602.775,36285.375,86.85,17.6375
1602.8,36231.875,85.9375,19.2625
1602.8501,40502.75,85.325,30.75
1602.8876,36641.625,86.65,16.65
1602.9,36443.75,86.225,17.4
1602.9125,40196.375,85.3375,29.0125
1602.975,36518,86.2625,20.0125
1603,37048.875,86.1,20.325
1603.1,36251.25,86.575,22.7625
1603.1626,35919.875,86.4,24.675
1603.2001,36537.5,86.2625,25.7625
1603.2375,36450.375,87.1625,16.0625
1603.275,36671,86.7,23.525
1603.3,36468.375,86.4125,22.65
1603.3625,36161.75,86.85,17.15
1603.375,39856,84.25,32.3375
1603.3876,36204,85.6375,27.925
1603.4,35807.875,85.9375,17.8
1603.475,36215.625,86.2875,14.3
1603.5,36023.25,86.2375,14.1
1603.5875,40172.375,86.55,24.9375
1603.6,36508.125,84.8875,13.3875
1603.6626,36468.625,85.0375,11.75
1603.6875,40594.875,84.275,33.325
1603.7001,36129.5,84.6875,11.8875
1603.7125,36074.25,84.875,16.7875
1603.775,40563.625,84,33.6125
1603.7876,41451.125,86.4,23.225
1603.8,36677.25,84.3875,16.5625
1603.8125,41540.5,86.1125,23.8875
1603.8251,40094.125,84.2875,32.4625
1603.8375,36645,84.7375,15.6625
1603.9,36166.875,84.7125,16.575
1603.9125,36562.625,84.3,23.7875
1603.95,41865,85.175,21.75
1603.975,39798.75,84.4125,30.8875
1604,37204.875,84.2375,24.8125
1604.0375,39993.375,84.5625,32.075
1604.0625,36247.625,83.9125,24.35
1604.1,36721.5,84.0625,25.025
1604.125,36481.25,83.7625,27.35
1604.1626,34016.625,87.8875,20.2
1604.175,40193.25,84.5875,30.8375
1604.2001,36422.75,83.6375,27.575
1604.2125,36169.5,83.8375,31.8
1604.25,37388.625,85.8,24.0625
1604.275,39821.125,84.2875,32.45
1604.3,36588,83.475,32.2625
1604.3125,40355.125,84.25,28.5
1604.4,36329.625,83.75,38.3875
1604.4125,38548.375,86.4125,16.4125
1604.425,36047.5,83.6375,41.175
1604.4625,40596.125,83.9125,29.0625
1604.5,36314,83.8,41.25
1604.5125,39247.25,86.3875,18.125
1604.5625,40284.5,84.8375,29.075
1604.6,36320,83.775,40.1125
1604.625,36490.625,84.075,32.9875
1604.6875,41905.125,84.3875,26.6
1604.7001,36326,83.8,33.35
1604.7125,39205.5,86.4125,18.95
1604.7251,36387.5,83.775,35.05
1604.8,36611.25,84.075,35.9125
1604.8625,36408.625,83.9375,27.4625
1604.9,36588.125,84.25,27.0375
1604.9125,40854.625,83.6125,31.3125
1604.9625,39151.75,85.8,18.625
1604.975,36527.875,83.9125,21.8875
1605,36415.125,84.275,20.875
1605.075,36283.875,83.9125,19.6125
1605.0875,40272.875,83.775,37.175
1605.1,36599.875,84.4375,19.125
1605.1375,40478.625,83.8875,32.4125
1605.175,36026.5,83.7625,18.1
1605.1875,39203.25,86.175,18.8875
1605.2001,36066.375,83.925,17.9625
1605.2125,39302.75,86.4125,15.1125
1605.2375,40863.375,84.5625,28.3
1605.2876,36578.375,84.0875,18.175
1605.3,35982.25,84.25,18.8
1605.3251,36120.625,84.0875,14.0375
1605.375,40730,84.875,21.3875
1605.3876,39254.25,87.2,17.8125
1605.4,35928.5,83.625,14
1605.425,36461.5,83.6125,13.525
1605.4625,40664.75,85.3125,21.575
1605.5,36261.5,83.775,13.225
1605.525,40805.25,85.95,17.15
1605.575,40752.875,84.875,24.2
1605.6,36242.375,83.95,15.15
1605.65,40644.625,84.1,22.175
1605.675,35865.5,83.9,14.525
1605.7001,36243.75,83.475,14.2625
1605.7251,41000.625,83.9125,33.0875
1605.7375,36433.625,83.775,14.7
1605.7876,40476.375,86.85,20.5375
1605.8,36371,83.75,14.725
1605.8125,40619,84.7,21.7125
1605.875,36253.75,84.075,17.0875
1605.9,36215.25,83.9375,17.0625
1605.9125,41178.75,84.075,30.65
1605.9375,40531,85.625,20.125
1605.9625,36353.625,83.9375,11.1375
1606,36849,84.1125,11.1625
1606.0125,36235.25,84.2625,14.5875
1606.05,40358.375,86.1125,19.175
1606.1,36185.25,84.0375,15.0625
1606.1375,36082.625,84.0625,11.975
1606.15,40785,85.15,18.7875
1606.1626,40594.125,84.125,29.4875
1606.2001,36143.875,84.2625,12.375
1606.2626,36310.25,84.125,14.6
1606.3,36160.125,83.875,14.4625
1606.3375,40993.625,85.175,15.2875
1606.3625,36213.5,83.9375,11.7625
1606.375,41007.125,83.475,35.5375
1606.4,36284.5,83.5125,12.8125
1606.4375,41396.375,83.6375,29.2
1606.45,41160.875,85.9375,16.6
1606.4625,36071.625,83.95,15.3375
1606.5,36422.375,83.75,14.5875
1606.5375,41177,83.45,31.0625
1606.55,41140.5,86.7125,21.6625
1606.575,36300.75,84.075,12.25
1606.6,36110.375,83.7625,12.15
1606.6125,41427,86.25,17.325
1606.6375,41122,83.95,29.0125
1606.6875,36124.375,83.7875,14.15
1606.7001,35882.875,83.65,14.95
1606.7375,36009,83.9625,13.75
1606.75,40588.375,83.2875,30.725
1606.8,35951.625,84.2625,13.6
1606.875,40748,83.4625,31
1606.8876,35932.125,83.6,18.0125
1606.9,36507.25,83.6,18.525
1606.9375,40717,83.7875,28.9625
1606.975,40925.875,85.9625,20.075
1607,36317,84.25,13.275
1607.0125,36314.25,84.0875,14.05
1607.0375,40240.75,83.925,26.15
1607.1,36485.5,84.1875,14.0875
1607.125,41731.75,85.6625,19.9375
1607.15,40460.125,83.325,34.375
1607.2001,36208.125,83.8,12.725
1607.2125,36013.5,83.9,16.2
1607.3,36238.375,83.6125,15.625
1607.3625,40910.25,83.4625,34.4375
1607.375,41984.625,84.85,20.5
1607.4,36185.625,83.9375,14.85
1607.4125,41847.25,85.2,20.3
1607.45,36274,83.9125,15.35
1607.4875,40992.75,83.475,37.55
1607.5,35998.25,83.9125,16.7125
1607.5375,36196.25,84.1,14.7875
1607.55,41224.75,83.7625,35.1375
1607.575,41750.125,86.7125,20.275
1607.6,36469.625,83.9625,15.275
1607.675,36419.875,83.5,15.8875
1607.6875,41670.25,85.3375,16.1875
1607.7001,36830.5,84.2375,15.4125
1607.7125,36017.875,84.275,17.35
1607.7251,40816.25,86.1,23.5
1607.8,36156.125,83.775,18.425
1607.8251,36301.375,84.2625,20.3375
1607.9,36333,83.8375,19.9625
1607.9125,41981.625,84.8625,20.85
1608,36422.125,83.65,19.075
1608.0625,36144.875,83.675,18.375
1608.075,42366.125,83.95,26.675
1608.0875,40594.625,85.8,27.2625
1608.1,36487.375,83.9125,18.125
1608.15,41869.625,83.925,28.7125
1608.1626,40633.25,86.55,27.875
1608.1875,35950.5,83.6125,15.325
1608.2001,35988.875,83.6125,14.75
